year,bin_midpoint,bin_min,bin_max,richness_ratio_fastslow,abundance_ratio_fastslow,production_ratio_fastslow,min_n_individuals_fastslow,richness_ratio_pioneerslow,abundance_ratio_pioneerslow,production_ratio_pioneerslow,min_n_individuals_pioneerslow
1990,1.1667354135923118,1,1.3334708271846236,0.6610169491525424,0.06320522962901279,0.05863956721255561,1518,0.711864406779661,0.059083149435816294,0.050438948050041996,1419
1990,1.555807637068534,1.3334708271846236,1.7781444469524443,0.7049180327868853,0.06040647346631539,0.06374172899376053,1284,0.6721311475409836,0.0618648852088822,0.057298252101708205,1315
1990,2.0746240967419327,1.7781444469524443,2.371103746531421,0.6949152542372882,0.06135852451641925,0.07273895287197371,1364,0.7796610169491526,0.06860098965362123,0.06781301356657264,1525
1990,2.766450710379617,2.371103746531421,3.161797674227814,0.6666666666666666,0.06978409341264595,0.08875587405782236,1267,0.7,0.07622824410663141,0.08273420930436262,1384
1990,3.6889813171353985,3.161797674227814,4.216164960042983,0.7049180327868853,0.08727401630627438,0.11749609801133006,1231,0.7540983606557377,0.09365473236440978,0.10780503809323284,1321
1990,4.9191489684291625,4.216164960042983,5.622132976815341,0.7413793103448276,0.11430161380077908,0.14151727189198346,1027,0.7931034482758621,0.11619365609348915,0.1306932221951779,1044
1990,6.5595416439756224,5.622132976815341,7.496950311135904,0.6779661016949152,0.14658223132799403,0.17772021052207673,787,0.7627118644067796,0.15719873346991992,0.1745722630443741,844
1990,8.74695742194416,7.496950311135904,9.996964532752415,0.7272727272727273,0.2029979674796748,0.27558278229954675,799,0.8727272727272727,0.21544715447154472,0.2691887026902275,848
1990,11.66381254878856,9.996964532752415,13.330660564824704,0.75,0.26677852348993286,0.32028156712206973,636,0.9375,0.3062080536912752,0.37152923476407396,730
1990,15.553353767559475,13.330660564824704,17.776046970294246,0.8947368421052632,0.394344069128044,0.4858772574289612,502,1.2105263157894737,0.5404556166535742,0.5850818303006828,688
1990,20.73994351392262,17.776046970294246,23.703840057550995,1.0857142857142856,0.4558139534883721,0.6076341973062225,392,1.1714285714285715,0.736046511627907,0.769352230732712,633
1990,27.656109633272763,23.703840057550995,31.60837920899453,1.28,0.5151515151515151,0.6534420738291804,340,1.76,0.7227272727272728,0.7058654114807138,477
1990,36.87861538938886,31.60837920899453,42.14885156978319,1.3,0.5506912442396313,0.6994791835541668,239,2.15,0.8410138248847926,1.075806203097555,365
1990,49.17655776871196,42.14885156978319,56.20426396764072,1.8333333333333333,0.6558139534883721,0.5813156451484581,141,2.5,1.4790697674418605,1.5429090020457754,215
1990,65.57550516593678,56.20426396764072,74.94674636423284,1.625,0.9516129032258065,0.5930929339780168,59,3.75,4.209677419354839,3.3151824509453234,62
1990,87.44302311667127,74.94674636423284,99.93929986910972,0.625,1.3333333333333333,1.0187378869821189,12,2.875,12.916666666666666,10.882563186021299,12
1990,116.60272036691177,99.93929986910972,133.26614086471383,0.6666666666666666,0.75,0.29618526599034994,3,4.333333333333333,10.25,3.6192264265692726,4
1990,155.48632597964314,133.26614086471383,177.70651109457248,NA,NA,NA,0,Inf,Inf,Inf,0
1990,207.33647971997289,177.70651109457248,236.96644834537327,NA,NA,NA,0,Inf,Inf,Inf,0
1990,276.47714711774023,236.96644834537327,315.98784589010717,NA,NA,NA,0,NA,NA,NA,0
1995,1.1667354135923118,1,1.3334708271846236,0.6206896551724138,0.06741105485817324,0.067113623394354,972,0.6206896551724138,0.05971287884041889,0.0556134878629776,861
1995,1.555807637068534,1.3334708271846236,1.7781444469524443,0.6440677966101694,0.05857033051498847,0.08351123371193234,762,0.559322033898305,0.06564181398923905,0.07242229545763341,854
1995,2.0746240967419327,1.7781444469524443,2.371103746531421,0.6440677966101694,0.06205649088632253,0.09379478892489321,892,0.6440677966101694,0.07367469041324613,0.08403001569679086,1059
1995,2.766450710379617,2.371103746531421,3.161797674227814,0.6949152542372882,0.06374563784412562,0.10077947374077881,822,0.711864406779661,0.0820473051570376,0.09575201101433727,1058
1995,3.6889813171353985,3.161797674227814,4.216164960042983,0.7166666666666667,0.08550465619414918,0.13399436185192293,909,0.7,0.09980246449064058,0.12281695386205425,1061
1995,4.9191489684291625,4.216164960042983,5.622132976815341,0.7241379310344828,0.10895785336766499,0.16857034121943826,804,0.7241379310344828,0.12400054207887247,0.15581609944005595,915
1995,6.5595416439756224,5.622132976815341,7.496950311135904,0.7258064516129032,0.13352447266024986,0.2061604458203465,652,0.7903225806451613,0.16629121441736638,0.22161528920453955,812
1995,8.74695742194416,7.496950311135904,9.996964532752415,0.7777777777777778,0.20126327878265862,0.3094978323622624,701,0.8888888888888888,0.20958943439563596,0.2674891235161992,730
1995,11.66381254878856,9.996964532752415,13.330660564824704,0.8444444444444444,0.27645788336933047,0.41872057944345936,640,1.0222222222222221,0.3252699784017279,0.4349588636203109,753
1995,15.553353767559475,13.330660564824704,17.776046970294246,1.027027027027027,0.39801816680429397,0.6648902880061033,482,1.2432432432432432,0.5458298926507019,0.6078893798782382,661
1995,20.73994351392262,17.776046970294246,23.703840057550995,1.09375,0.5102286401925391,0.7946879087373142,424,1.28125,0.7244283995186522,0.7321894572817026,602
1995,27.656109633272763,23.703840057550995,31.60837920899453,1.3333333333333333,0.5145929339477726,0.7090099368402878,335,1.8333333333333333,0.7741935483870968,0.8049551707387766,504
1995,36.87861538938886,31.60837920899453,42.14885156978319,1.2727272727272727,0.5947136563876652,0.9291257682381624,270,2.0454545454545454,0.7951541850220264,0.9207614727396171,361
1995,49.17655776871196,42.14885156978319,56.20426396764072,1.6153846153846154,0.6375545851528385,0.8918632118243561,146,2.6153846153846154,1.554585152838428,1.8655615836419097,229
1995,65.57550516593678,56.20426396764072,74.94674636423284,1.2727272727272727,0.8571428571428571,0.86838684015424,66,3,3.7532467532467533,4.32035787170981,77
1995,87.44302311667127,74.94674636423284,99.93929986910972,1,0.8333333333333334,0.36203225655696425,15,3.5714285714285716,9.333333333333334,4.837376931699107,18
1995,116.60272036691177,99.93929986910972,133.26614086471383,1,1.6666666666666667,0.6925883224773491,3,5,20,17.583073614231044,3
1995,155.48632597964314,133.26614086471383,177.70651109457248,1,1,2.2459947146548367,1,5,19,22.61003442201412,1
1995,207.33647971997289,177.70651109457248,236.96644834537327,NA,NA,NA,0,Inf,Inf,Inf,0
1995,276.47714711774023,236.96644834537327,315.98784589010717,NA,NA,NA,0,Inf,Inf,Inf,0
2000,1.1667354135923118,1,1.3334708271846236,0.6779661016949152,0.06560010710221567,0.06744739149620506,980,0.5932203389830508,0.05415355780172702,0.051429293774763,809
2000,1.555807637068534,1.3334708271846236,1.7781444469524443,0.7068965517241379,0.05426935524022903,0.08335121598106664,872,0.6379310344827587,0.051842170774209606,0.06148688509245634,833
2000,2.0746240967419327,1.7781444469524443,2.371103746531421,0.7796610169491526,0.04371836171191901,0.07400702762847701,760,0.6779661016949152,0.06281638288080994,0.07562532812874977,1092
2000,2.766450710379617,2.371103746531421,3.161797674227814,0.7288135593220338,0.04874826606777198,0.08552269292908499,738,0.6949152542372882,0.07827465486491843,0.08988666367805406,1185
2000,3.6889813171353985,3.161797674227814,4.216164960042983,0.639344262295082,0.05790190735694823,0.10617265541473477,680,0.6721311475409836,0.08991825613079019,0.10998544665963016,1056
2000,4.9191489684291625,4.216164960042983,5.622132976815341,0.6885245901639344,0.08463251670378619,0.13903928738886898,646,0.6557377049180327,0.1262937246167955,0.15553358493512495,964
2000,6.5595416439756224,5.622132976815341,7.496950311135904,0.7543859649122807,0.1107074569789675,0.19060545989429703,579,0.8245614035087719,0.15717017208413,0.19738044964855117,822
2000,8.74695742194416,7.496950311135904,9.996964532752415,0.8461538461538461,0.15118956254796623,0.23023485995071488,591,0.8846153846153846,0.19851624456382708,0.2664601733744539,776
2000,11.66381254878856,9.996964532752415,13.330660564824704,0.8043478260869565,0.23251270027354434,0.33812350977701283,595,0.9782608695652174,0.2954279015240328,0.38857249913013897,756
